会员卡号,此次消费的会员积分,积分等级,年龄,年龄段,入会时长,消费次数,消费频率,消费金额,消费水平,平均每单金额,价值属性,最后一次消费距今时长,柜组名称
211a1c06,15980.0,积分中等级,24,青年,459,1,低频消费,15980.0,中等消费水平,15980.0,单均价值高,459,罗卡芙
211bbee3,18161.0,积分中等级,44,中年,1051,6,低频消费,43176.08,中等消费水平,7196.013333333333,单均价值高,3,阿斯顿马丁（男包）
211f1c6b,11599.0,积分中等级,43,中年,399,5,低频消费,11599.0,中等消费水平,2319.8,单均价值一般,318,Shu Uemura
21249f12,15067.0,积分中等级,36,青年,981,4,低频消费,15067.0,中等消费水平,3766.75,单均价值高,439,嘉宝柜
2124a3f9,62738.0,积分中等级,43,中年,1063,22,中频消费,69877.2,中等消费水平,3176.2363636363634,单均价值一般,38,Sisley
21250c35,742.0,积分低等级,28,青年,1020,1,低频消费,742.0,低消费水平,742.0,单均价值一般,1020,Fancl柜
2125a6cb,6024.0,积分低等级,50,中年,1032,4,低频消费,6598.4,低消费水平,1649.6,单均价值一般,976,伊维斯柜
2125f389,6269.0,积分低等级,26,青年,38,6,低频消费,6469.1,低消费水平,1078.1833333333334,单均价值一般,4,欧莱雅柜
212651f6,3370.0,积分低等级,32,青年,368,3,低频消费,3370.0,低消费水平,1123.3333333333333,单均价值一般,297,CHANEL
2127d894,6400.0,积分低等级,49,中年,629,4,低频消费,6400.0,低消费水平,1600.0,单均价值一般,6,SK-II
21295c8c,3621.0,积分低等级,51,中年,535,1,低频消费,3621.0,低消费水平,3621.0,单均价值高,535,BUOU BUOU
212a636d,6320.0,积分低等级,40,青年,596,3,低频消费,10680.0,中等消费水平,3560.0,单均价值高,84,APM
212b2b21,240387.0,积分高等级,48,中年,1088,36,高频消费,261019.24,高消费水平,7250.5344444444445,单均价值高,26,ZUCZUG
212caad5,8085.0,积分低等级,47,中年,1053,8,中频消费,8965.0,低消费水平,1120.625,单均价值一般,134,LANCOME
212db8a6,258.0,积分低等级,45,中年,952,1,低频消费,258.0,低消费水平,258.0,单均价值低,952,F.O.I BITZ
212e1826,5974.0,积分低等级,60,中年,889,6,低频消费,5974.0,低消费水平,995.6666666666666,单均价值一般,880,MU
212efbf7,1976.0,积分低等级,28,青年,211,1,低频消费,9880.0,低消费水平,9880.0,单均价值高,211,瑞士钟表柜
213150df,12803.0,积分中等级,39,青年,1054,8,中频消费,12803.0,中等消费水平,1600.375,单均价值一般,334,雅诗兰黛ESTEE LAUDER
21351dc7,9017.0,积分低等级,42,中年,940,5,低频消费,9552.0,低消费水平,1910.4,单均价值一般,341,ZUCZUG
2135b02d,1316.0,积分低等级,32,青年,996,2,低频消费,1316.0,低消费水平,658.0,单均价值一般,982,Fancl柜
213786ad,14190.0,积分中等级,45,中年,966,12,中频消费,25260.0,中等消费水平,2105.0,单均价值一般,261,Dior
213a6a0d,20090.0,积分中等级,58,中年,923,6,低频消费,20090.0,中等消费水平,3348.3333333333335,单均价值一般,43,罗莱柜
213b7a84,2769.0,积分低等级,33,青年,175,3,低频消费,2769.0,低消费水平,923.0,单均价值一般,74,Dior
213be147,23694.0,积分中等级,32,青年,1058,12,中频消费,23694.0,中等消费水平,1974.5,单均价值一般,452,soho柜
213cc4fa,668.0,积分低等级,26,青年,150,1,低频消费,668.0,低消费水平,668.0,单均价值一般,150,PAW IN PAW
213e3bab,2691.0,积分低等级,55,中年,568,1,低频消费,2691.0,低消费水平,2691.0,单均价值一般,568,AutaSon
214aa4db,3560.0,积分低等级,44,中年,1025,1,低频消费,3560.0,低消费水平,3560.0,单均价值高,1025,雅诗兰黛柜
214b63d7,21851.0,积分中等级,46,中年,977,12,中频消费,21358.0,中等消费水平,1779.8333333333333,单均价值一般,194,雅诗兰黛ESTEE LAUDER
214dacf3,0.0,积分低等级,24,青年,131,1,低频消费,675.0,低消费水平,675.0,单均价值一般,131,Dior
214f249e,37828.0,积分中等级,39,青年,1071,16,中频消费,53194.6,中等消费水平,3324.6625,单均价值一般,23,雅诗兰黛ESTEE LAUDER
2153cff4,8510.0,积分低等级,42,中年,974,3,低频消费,8510.0,低消费水平,2836.6666666666665,单均价值一般,167,雅诗兰黛ESTEE LAUDER
2157b575,19874.0,积分中等级,38,青年,1051,12,中频消费,32099.3,中等消费水平,2674.9416666666666,单均价值一般,38,雅诗兰黛ESTEE LAUDER
2159950d,480.0,积分低等级,33,青年,1075,1,低频消费,480.0,低消费水平,480.0,单均价值低,1075,OHUI/后
2159f955,1040.0,积分低等级,31,青年,278,1,低频消费,1040.0,低消费水平,1040.0,单均价值一般,278,Dior
2162c348,43125.0,积分中等级,46,中年,1071,19,中频消费,60535.4,中等消费水平,3186.0736842105266,单均价值一般,147,雅诗兰黛ESTEE LAUDER
2166900e,598.0,积分低等级,39,青年,1019,1,低频消费,598.0,低消费水平,598.0,单均价值一般,1019,PANDORA柜
2167c961,1243.0,积分低等级,65,中年,596,1,低频消费,1243.0,低消费水平,1243.0,单均价值一般,596,YSL
216c756b,2277.0,积分低等级,32,青年,451,3,低频消费,2277.0,低消费水平,759.0,单均价值一般,451,OXETTE柜
216d23a4,18457.0,积分中等级,42,中年,1045,4,低频消费,22063.0,中等消费水平,5515.75,单均价值高,151,MOONYA
216d33c3,0.0,积分低等级,36,青年,865,1,低频消费,976.5,低消费水平,976.5,单均价值一般,865,CHANEL
2170a2cb,18974.0,积分中等级,48,中年,1053,5,低频消费,26487.2,中等消费水平,5297.4400000000005,单均价值高,223,LIU JO 柜
2172fd85,5988.0,积分低等级,35,青年,1078,5,低频消费,17996.0,中等消费水平,3599.2,单均价值高,18,F.O.I BITZ
21734a5e,2075.0,积分低等级,47,中年,903,2,低频消费,2075.0,低消费水平,1037.5,单均价值一般,903,BABY DE MODE
217bfbbb,3646.0299999999997,积分低等级,35,青年,864,6,低频消费,5117.0,低消费水平,852.8333333333334,单均价值一般,89,BOBBI BROWN
217c682b,4019.0,积分低等级,37,青年,191,2,低频消费,4019.0,低消费水平,2009.5,单均价值一般,36,JUSLA
217eae7e,31101.0,积分中等级,40,青年,1044,13,中频消费,35156.7,中等消费水平,2704.361538461538,单均价值一般,38,ZUCZUG
217ef39c,20236.0,积分中等级,42,中年,1060,7,中频消费,20236.0,中等消费水平,2890.8571428571427,单均价值一般,1058,MARYLING 柜
2181cb13,1069.0,积分低等级,72,老年,504,1,低频消费,1069.0,低消费水平,1069.0,单均价值一般,49,HEYIN集合柜
2189ecd0,4855.0,积分低等级,39,青年,1033,6,低频消费,4855.0,低消费水平,809.1666666666666,单均价值一般,374,CLINIQUE
218b47bd,1638.0,积分低等级,37,青年,480,1,低频消费,1798.0,低消费水平,1798.0,单均价值一般,480,CARBANNIA（卡邦尼）
218eaa1a,760.0,积分低等级,77,老年,926,1,低频消费,760.0,低消费水平,760.0,单均价值一般,926,欧莱雅柜
2193ac73,1820.0,积分低等级,44,中年,949,2,低频消费,27265.0,中等消费水平,13632.5,单均价值高,864,双立人柜
219769d4,1258.0,积分低等级,42,中年,400,1,低频消费,1258.0,低消费水平,1258.0,单均价值一般,400,沙驰男鞋
219a20e8,1891.0,积分低等级,67,老年,927,4,低频消费,1891.0,低消费水平,472.75,单均价值低,60,GORNIA柜
219bd288,78430.72,积分中等级,53,中年,655,15,中频消费,125632.42,高消费水平,8375.494666666667,单均价值高,4,CLEAR LUCERNE
219c40d5,850.0,积分低等级,33,青年,430,1,低频消费,850.0,低消费水平,850.0,单均价值一般,430,施华洛世奇柜
219c96d1,1676.0,积分低等级,43,中年,1060,2,低频消费,3176.0,低消费水平,1588.0,单均价值一般,565,沙驰男鞋
219cbc70,4.0,积分低等级,32,青年,401,1,低频消费,2728.0,低消费水平,2728.0,单均价值一般,401,周大福柜
219d2caa,770.0,积分低等级,40,青年,223,1,低频消费,770.0,低消费水平,770.0,单均价值一般,223,LANCOME
219f184d,11765.0,积分中等级,56,中年,1052,3,低频消费,11865.0,中等消费水平,3955.0,单均价值高,1033,娇兰柜
219fdbfd,2175.0,积分低等级,47,中年,951,1,低频消费,2175.0,低消费水平,2175.0,单均价值一般,951,兰蔻(LANCOME)
21a5beb9,9945.0,积分低等级,28,青年,16,5,低频消费,9945.0,低消费水平,1989.0,单均价值一般,3,MO&CO.EDITION柜
21a6c76d,3749.0,积分低等级,48,中年,1008,4,低频消费,11071.0,中等消费水平,2767.75,单均价值一般,619,CHANEL
21a77a2e,40555.99,积分中等级,46,中年,1029,5,低频消费,46489.0,中等消费水平,9297.8,单均价值高,207,LIME
21a8b79f,55160.0,积分中等级,55,中年,1074,24,中频消费,61308.0,中等消费水平,2554.5,单均价值一般,110,ZUCZUG
21aadd24,2299.0,积分低等级,34,青年,245,3,低频消费,2299.0,低消费水平,766.3333333333334,单均价值一般,51,YSL
21ac1572,3775.0,积分低等级,46,中年,1048,1,低频消费,3775.0,低消费水平,3775.0,单均价值高,1048,GIVENCHY 柜
21af5300,20370.0,积分中等级,35,青年,1058,11,中频消费,25072.0,中等消费水平,2279.2727272727275,单均价值一般,335,Shu Uemura
21b136a2,22526.989999999998,积分中等级,49,中年,1059,11,中频消费,31420.0,中等消费水平,2856.3636363636365,单均价值一般,533,登喜路(Dunhill)
21b44a78,2750.0,积分低等级,48,中年,927,2,低频消费,2750.0,低消费水平,1375.0,单均价值一般,927,施华洛世奇柜
21b9cb16,40654.0,积分中等级,44,中年,1088,26,中频消费,54018.0,中等消费水平,2077.6153846153848,单均价值一般,3,雅诗兰黛ESTEE LAUDER
21bc07d7,18989.0,积分中等级,64,中年,382,8,中频消费,22031.3,中等消费水平,2753.9125,单均价值一般,4,雅诗兰黛ESTEE LAUDER
21bc3b37,1036.0,积分低等级,46,中年,1088,1,低频消费,1036.0,低消费水平,1036.0,单均价值一般,1088,CANUDILO柜
21bcc18a,0.0,积分低等级,38,青年,301,1,低频消费,9108.0,低消费水平,9108.0,单均价值高,301,雅诗兰黛ESTEE LAUDER
21c16704,2166.0,积分低等级,51,中年,439,1,低频消费,2166.0,低消费水平,2166.0,单均价值一般,439,YARLOKS（女鞋)
21c181a7,11659.0,积分中等级,43,中年,1036,7,中频消费,11866.0,中等消费水平,1695.142857142857,单均价值一般,526,ARMANI COLLEZIONI
21c5ad79,12357.0,积分中等级,35,青年,1048,7,中频消费,14853.0,中等消费水平,2121.8571428571427,单均价值一般,456,吉弗雷 柜
21c6254a,1840.0,积分低等级,1,少年,177,1,低频消费,9200.0,低消费水平,9200.0,单均价值高,177,瑞士钟表柜
21c6b89e,17710.0,积分中等级,31,青年,929,9,中频消费,17870.0,中等消费水平,1985.5555555555557,单均价值一般,113,JuicyCouture柜
21c753a1,63842.0,积分中等级,45,中年,859,17,中频消费,119773.28,高消费水平,7045.487058823529,单均价值高,4,ICICLE
21c864c2,360.0,积分低等级,44,中年,1065,1,低频消费,360.0,低消费水平,360.0,单均价值低,1065,茜子柜
21c87b02,3234.0,积分低等级,44,中年,1097,1,低频消费,3234.0,低消费水平,3234.0,单均价值一般,1097,吉弗雷 柜
21c9184e,1470.0,积分低等级,64,中年,124,1,低频消费,1470.0,低消费水平,1470.0,单均价值一般,124,CHANEL
21cc2d1e,13860.0,积分中等级,46,中年,234,9,中频消费,26380.0,中等消费水平,2931.1111111111113,单均价值一般,3,施华洛世奇柜
21cf0927,3252.0,积分低等级,39,青年,597,3,低频消费,5865.0,低消费水平,1955.0,单均价值一般,349,CLINIQUE
21d0d42f,8394.0,积分低等级,46,中年,1032,5,低频消费,9498.0,低消费水平,1899.6,单均价值一般,939,海蓝之谜
21d1c220,230.0,积分低等级,44,中年,1098,4,低频消费,1808.0,低消费水平,452.0,单均价值低,1073,JEEP童装
21d21015,8218.0,积分低等级,35,青年,317,2,低频消费,8218.0,低消费水平,4109.0,单均价值高,199,万宝龙柜(综合转男装)
21d540a0,13425.0,积分中等级,36,青年,416,7,中频消费,13425.0,中等消费水平,1917.857142857143,单均价值一般,23,JNBY
21daf756,3457.0,积分低等级,30,青年,1008,4,低频消费,3457.0,低消费水平,864.25,单均价值一般,939,乔治.阿玛尼(GIORGIO
21dc353a,0.0,积分低等级,38,青年,606,2,低频消费,2916.0,低消费水平,1458.0,单均价值一般,606,Dior
21df03e6,3610.0,积分低等级,41,中年,1034,1,低频消费,3610.0,低消费水平,3610.0,单均价值高,1034,雅诗兰黛柜
21df8f7e,35995.0,积分中等级,54,中年,83,4,低频消费,36995.0,中等消费水平,9248.75,单均价值高,0,ARMANI COLLEZIONI
21e18f38,2930.0,积分低等级,38,青年,1013,5,低频消费,2930.0,低消费水平,586.0,单均价值一般,81,乔治.阿玛尼
21e2bb42,2628.0,积分低等级,36,青年,561,3,低频消费,2628.0,低消费水平,876.0,单均价值一般,14,HEYIN集合柜
21e3ab77,19.0,积分低等级,43,中年,403,1,低频消费,1861.2,低消费水平,1861.2,单均价值一般,403,周大福柜
21e57448,2045.0,积分低等级,28,青年,90,3,低频消费,2045.0,低消费水平,681.6666666666666,单均价值一般,90,LANCOME
21e6b913,3818.0,积分低等级,43,中年,491,2,低频消费,3818.0,低消费水平,1909.0,单均价值一般,471,CHANEL
21e8bb41,2095.0,积分低等级,26,青年,625,2,低频消费,2095.0,低消费水平,1047.5,单均价值一般,611,LANCOME
21ed3b64,25968.0,积分中等级,47,中年,960,10,中频消费,49728.0,中等消费水平,4972.8,单均价值高,201,KALTENDIN(男装)
21ed6ffd,2834.0,积分低等级,50,中年,1032,2,低频消费,2934.0,低消费水平,1467.0,单均价值一般,613,YARLOKS
21edf7c2,305.0,积分低等级,43,中年,3,1,低频消费,3767.54,低消费水平,3767.54,单均价值高,3,ZUCZUG
21ef1f65,352.0,积分低等级,45,中年,631,1,低频消费,352.0,低消费水平,352.0,单均价值低,631,SHE'S
21f19a4f,0.0,积分低等级,57,中年,120,1,低频消费,890.0,低消费水平,890.0,单均价值一般,120,雅诗兰黛ESTEE LAUDER
21f5d788,2142.0,积分低等级,36,青年,606,1,低频消费,2862.0,低消费水平,2862.0,单均价值一般,405,施华洛世奇柜
21f66364,18280.0,积分中等级,22,青年,433,8,中频消费,26338.4,中等消费水平,3292.3,单均价值一般,354,帕翠亚
21f735cb,5213.0,积分低等级,46,中年,593,3,低频消费,5213.4,低消费水平,1737.8,单均价值一般,402,ROBERTA DI CA(女鞋)
21f7c6f9,1445.0,积分低等级,37,青年,186,1,低频消费,1445.0,低消费水平,1445.0,单均价值一般,186,潘多拉(PANDORA)
21fa5869,4480.0,积分低等级,36,青年,954,1,低频消费,4480.0,低消费水平,4480.0,单均价值高,954,SK-II
21fc8c1f,1580.0,积分低等级,48,中年,970,4,低频消费,14322.2,中等消费水平,3580.55,单均价值高,921,SONG OF SONG
21ff6b9d,1992.0,积分低等级,28,青年,174,1,低频消费,1992.0,低消费水平,1992.0,单均价值一般,174,潘多拉(PANDORA)
2201cd7d,10580.0,积分中等级,30,青年,984,5,低频消费,10580.0,中等消费水平,2116.0,单均价值一般,3,CLARINS
2202d699,36211.0,积分中等级,50,中年,438,5,低频消费,60249.8,中等消费水平,12049.960000000001,单均价值高,18,ladanum&myteno
2203b9a2,5243.0,积分低等级,33,青年,1076,5,低频消费,5243.0,低消费水平,1048.6,单均价值一般,200,DISSONA
2209aa0b,13200.0,积分中等级,50,中年,981,2,低频消费,13200.0,中等消费水平,6600.0,单均价值高,981,COACH 柜
220abe50,620.0,积分低等级,37,青年,973,2,低频消费,620.0,低消费水平,310.0,单均价值低,973,圣罗兰(YSL)
220b66f3,9877.0,积分低等级,43,中年,1043,10,中频消费,9877.0,低消费水平,987.7,单均价值一般,56,BIOTHERM
220e7e94,862.0,积分低等级,34,青年,968,3,低频消费,3973.5,低消费水平,1324.5,单均价值一般,953,倩碧(CLINIQUE)
221163c5,25548.0,积分中等级,79,老年,928,13,中频消费,29677.0,中等消费水平,2282.846153846154,单均价值一般,0,罗莱柜
22150b2f,3020.0,积分低等级,59,中年,574,1,低频消费,3020.0,低消费水平,3020.0,单均价值一般,574,嘉宝柜
2215e10d,6170.0,积分低等级,62,中年,630,4,低频消费,6170.0,低消费水平,1542.5,单均价值一般,70,雅诗兰黛ESTEE LAUDER
22163f4a,5500.0,积分低等级,27,青年,567,2,低频消费,5500.0,低消费水平,2750.0,单均价值一般,466,SK-II
221658dd,44490.0,积分中等级,41,中年,1094,24,中频消费,45940.76,中等消费水平,1914.1983333333335,单均价值一般,38,Shu Uemura
2218eb7e,16411.76,积分中等级,38,青年,1062,7,中频消费,16411.76,中等消费水平,2344.5371428571425,单均价值一般,967,雅诗兰黛柜
221cbdcb,4360.0,积分低等级,51,中年,921,1,低频消费,4360.0,低消费水平,4360.0,单均价值高,921,雅诗兰黛ESTEE LAUDER
221da5f4,5334.0,积分低等级,47,中年,130,3,低频消费,5334.0,低消费水平,1778.0,单均价值一般,59,雅诗兰黛ESTEE LAUDER
221fb6c6,230.0,积分低等级,29,青年,725,1,低频消费,230.0,低消费水平,230.0,单均价值低,725,佰草集
2220417a,10209.0,积分中等级,60,中年,404,4,低频消费,11708.4,中等消费水平,2927.1,单均价值一般,10,BUOU BUOU
22204af4,260.0,积分低等级,44,中年,959,1,低频消费,260.0,低消费水平,260.0,单均价值低,959,AUPRES
22242e8a,1687.53,积分低等级,49,中年,1056,1,低频消费,1919.0,低消费水平,1919.0,单均价值一般,1056,厚木柜
2224ece4,2259.0,积分低等级,51,中年,1051,2,低频消费,2259.0,低消费水平,1129.5,单均价值一般,1049,Byford柜
222ac07c,2544.0,积分低等级,65,中年,630,2,低频消费,2544.0,低消费水平,1272.0,单均价值一般,630,Aimer
222d5086,1975.0,积分低等级,32,青年,614,2,低频消费,9435.0,低消费水平,4717.5,单均价值高,559,兰芝柜
2230217e,14290.0,积分中等级,55,中年,1081,4,低频消费,14290.0,中等消费水平,3572.5,单均价值高,921,Aimer
2230d5df,11700.0,积分中等级,47,中年,935,2,低频消费,11700.0,中等消费水平,5850.0,单均价值高,935,海蓝之谜(LA MER)
223205b2,52287.0,积分中等级,46,中年,1089,10,中频消费,52287.0,中等消费水平,5228.7,单均价值高,13,Rime
22321bc1,5630.0,积分低等级,50,中年,431,3,低频消费,5630.0,低消费水平,1876.6666666666667,单均价值一般,209,BIOTHERM
